# Kinova Gen3 Motion Plan
# Generated from trajectory: alpha_0p030
# Source experiment: w100_sum_z_constraint
# Generated on: 2025-08-27T08:07:36.761628
# Alpha: 0.03
# Length cost: 2.175323241741884
# Obstacle cost: 4.884968201506007
# Total duration: 24.500 seconds
# Number of timesteps: 246
#
time_s,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad,joint7_rad
3.3000,0.416969,-0.237287,0.339826,2.566552,0.231389,1.107313,-1.570000
3.4000,0.430044,-0.228773,0.350447,2.565526,0.237923,1.107486,-1.570000
3.5000,0.443119,-0.220260,0.361067,2.564500,0.244457,1.107659,-1.570000
3.6000,0.456159,-0.211607,0.371635,2.562509,0.250687,1.106876,-1.570000
3.7000,0.469200,-0.202955,0.382203,2.560518,0.256917,1.106093,-1.570000
3.8000,0.482241,-0.194302,0.392771,2.558528,0.263148,1.105311,-1.570000
3.9000,0.495281,-0.185649,0.403339,2.556537,0.269378,1.104528,-1.570000
4.0000,0.508322,-0.176996,0.413906,2.554547,0.275608,1.103745,-1.570000
4.1000,0.521261,-0.168212,0.424363,2.551600,0.281477,1.102026,-1.570000
4.2000,0.534200,-0.159428,0.434819,2.548653,0.287346,1.100308,-1.570000
4.3000,0.547139,-0.150645,0.445276,2.545706,0.293216,1.098590,-1.570000
4.4000,0.560078,-0.141861,0.455733,2.542759,0.299085,1.096871,-1.570000
4.5000,0.573018,-0.133077,0.466189,2.539812,0.304954,1.095153,-1.570000
4.6000,0.585788,-0.124167,0.476475,2.535932,0.310407,1.092516,-1.570000
4.7000,0.598558,-0.115258,0.486761,2.532053,0.315860,1.089879,-1.570000
4.8000,0.611328,-0.106349,0.497047,2.528173,0.321314,1.087242,-1.570000
4.9000,0.624098,-0.097439,0.507333,2.524293,0.326767,1.084605,-1.570000
5.0000,0.636869,-0.088530,0.517619,2.520414,0.332220,1.081968,-1.570000
5.1000,0.649365,-0.079525,0.527646,2.515650,0.337191,1.078439,-1.570000
5.2000,0.661861,-0.070520,0.537672,2.510887,0.342163,1.074911,-1.570000
5.3000,0.674358,-0.061515,0.547698,2.506124,0.347134,1.071382,-1.570000
5.4000,0.686854,-0.052510,0.557725,2.501360,0.352105,1.067853,-1.570000
5.5000,0.699350,-0.043505,0.567751,2.496597,0.357076,1.064325,-1.570000
5.6000,0.711405,-0.034484,0.577379,2.491052,0.361488,1.059970,-1.570000
5.7000,0.723460,-0.025463,0.587008,2.485508,0.365899,1.055615,-1.570000
5.8000,0.735515,-0.016442,0.596636,2.479963,0.370311,1.051260,-1.570000
5.9000,0.747569,-0.007422,0.606265,2.474418,0.374722,1.046905,-1.570000
6.0000,0.759624,0.001599,0.615893,2.468874,0.379134,1.042550,-1.570000
6.1000,0.771101,0.010569,0.625013,2.462667,0.382936,1.037451,-1.570000
6.2000,0.782577,0.019539,0.634132,2.456460,0.386739,1.032351,-1.570000
6.3000,0.794054,0.028509,0.643251,2.450253,0.390541,1.027252,-1.570000
6.4000,0.805531,0.037479,0.652370,2.444046,0.394344,1.022152,-1.570000
6.5000,0.817007,0.046448,0.661490,2.437839,0.398147,1.017053,-1.570000
6.6000,0.827798,0.055313,0.670013,2.431093,0.401315,1.011297,-1.570000
6.7000,0.838589,0.064178,0.678537,2.424346,0.404483,1.005541,-1.570000
6.8000,0.849380,0.073043,0.687061,2.417600,0.407652,0.999785,-1.570000
6.9000,0.860170,0.081907,0.695585,2.410854,0.410820,0.994029,-1.570000
7.0000,0.870961,0.090772,0.704109,2.404108,0.413989,0.988273,-1.570000
7.1000,0.880983,0.099488,0.711973,2.396940,0.416517,0.981948,-1.570000
7.2000,0.891005,0.108204,0.719836,2.389773,0.419045,0.975624,-1.570000
7.3000,0.901026,0.116919,0.727700,2.382605,0.421573,0.969299,-1.570000
7.4000,0.911048,0.125635,0.735564,2.375438,0.424101,0.962974,-1.570000
7.5000,0.921070,0.134351,0.743427,2.368271,0.426629,0.956650,-1.570000
7.6000,0.930260,0.142882,0.750584,2.360791,0.428524,0.949841,-1.570000
7.7000,0.939449,0.151414,0.757740,2.353311,0.430419,0.943031,-1.570000
7.8000,0.948639,0.159945,0.764896,2.345831,0.432315,0.936222,-1.570000
7.9000,0.957828,0.168476,0.772052,2.338351,0.434210,0.929413,-1.570000
8.0000,0.967018,0.177008,0.779209,2.330871,0.436105,0.922604,-1.570000
8.1000,0.975328,0.185326,0.785624,2.323176,0.437385,0.915388,-1.570000
8.2000,0.983637,0.193644,0.792039,2.315480,0.438664,0.908172,-1.570000
8.3000,0.991947,0.201961,0.798454,2.307785,0.439944,0.900955,-1.570000
8.4000,1.000257,0.210279,0.804869,2.300089,0.441224,0.893739,-1.570000
8.5000,1.008566,0.218597,0.811285,2.292394,0.442503,0.886523,-1.570000
8.6000,1.015960,0.226677,0.816936,2.284567,0.443191,0.878971,-1.570000
8.7000,1.023354,0.234757,0.822587,2.276741,0.443879,0.871418,-1.570000
8.8000,1.030747,0.242837,0.828238,2.268914,0.444567,0.863865,-1.570000
8.9000,1.038141,0.250917,0.833889,2.261087,0.445255,0.856313,-1.570000
9.0000,1.045535,0.258997,0.839540,2.253261,0.445943,0.848760,-1.570000
9.1000,1.051985,0.266817,0.844412,2.245376,0.446067,0.840935,-1.570000
9.2000,1.058435,0.274638,0.849284,2.237491,0.446191,0.833110,-1.570000
9.3000,1.064885,0.282459,0.854156,2.229606,0.446315,0.825284,-1.570000
9.4000,1.071336,0.290279,0.859028,2.221722,0.446439,0.817459,-1.570000
9.5000,1.077786,0.298100,0.863900,2.213837,0.446563,0.809633,-1.570000
9.6000,1.083272,0.305642,0.867984,2.205956,0.446154,0.801592,-1.570000
9.7000,1.088758,0.313185,0.872068,2.198076,0.445744,0.793551,-1.570000
9.8000,1.094244,0.320727,0.876152,2.190196,0.445335,0.785510,-1.570000
9.9000,1.099730,0.328269,0.880236,2.182315,0.444925,0.777468,-1.570000
10.0000,1.105215,0.335812,0.884320,2.174435,0.444516,0.769427,-1.570000
10.1000,1.109721,0.343058,0.887611,2.166612,0.443604,0.761221,-1.570000
10.2000,1.114226,0.350304,0.890902,2.158790,0.442692,0.753015,-1.570000
10.3000,1.118732,0.357550,0.894193,2.150967,0.441781,0.744808,-1.570000
10.4000,1.123237,0.364797,0.897485,2.143145,0.440869,0.736602,-1.570000
10.5000,1.127742,0.372043,0.900776,2.135322,0.439958,0.728396,-1.570000
10.6000,1.131254,0.378976,0.903273,2.127603,0.438576,0.720071,-1.570000
10.7000,1.134767,0.385910,0.905771,2.119883,0.437195,0.711746,-1.570000
10.8000,1.138279,0.392843,0.908268,2.112164,0.435813,0.703421,-1.570000
10.9000,1.141791,0.399776,0.910766,2.104445,0.434432,0.695095,-1.570000
11.0000,1.145303,0.406710,0.913264,2.096725,0.433050,0.686770,-1.570000
11.1000,1.147812,0.413313,0.914969,2.089148,0.431231,0.678368,-1.570000
11.2000,1.150321,0.419917,0.916675,2.081571,0.429412,0.669965,-1.570000
11.3000,1.152830,0.426521,0.918380,2.073994,0.427593,0.661562,-1.570000
11.4000,1.155339,0.433125,0.920086,2.066417,0.425773,0.653159,-1.570000
11.5000,1.157848,0.439728,0.921791,2.058839,0.423954,0.644757,-1.570000
11.6000,1.159345,0.445986,0.922709,2.051438,0.421729,0.636314,-1.570000
11.7000,1.160843,0.452244,0.923627,2.044036,0.419504,0.627872,-1.570000
11.8000,1.162341,0.458502,0.924544,2.036634,0.417280,0.619429,-1.570000
11.9000,1.163839,0.464759,0.925462,2.029232,0.415055,0.610987,-1.570000
12.0000,1.165336,0.471017,0.926379,2.021830,0.412830,0.602544,-1.570000
12.1000,1.165817,0.476912,0.926515,2.014632,0.410231,0.594097,-1.570000
12.2000,1.166297,0.482807,0.926650,2.007434,0.407633,0.585649,-1.570000
12.3000,1.166777,0.488702,0.926785,2.000236,0.405034,0.577201,-1.570000
12.4000,1.167258,0.494597,0.926921,1.993038,0.402435,0.568754,-1.570000
12.5000,1.167738,0.500492,0.927056,1.985840,0.399837,0.560306,-1.570000
12.6000,1.167196,0.506007,0.926416,1.978870,0.396896,0.551885,-1.570000
12.7000,1.166654,0.511522,0.925777,1.971901,0.393955,0.543464,-1.570000
12.8000,1.166112,0.517037,0.925137,1.964931,0.391014,0.535043,-1.570000
12.9000,1.165570,0.522552,0.924498,1.957961,0.388073,0.526622,-1.570000
13.0000,1.165028,0.528067,0.923858,1.950992,0.385132,0.518201,-1.570000
13.1000,1.163460,0.533184,0.922453,1.944272,0.381879,0.509837,-1.570000
13.2000,1.161892,0.538302,0.921047,1.937552,0.378627,0.501473,-1.570000
13.3000,1.160324,0.543419,0.919642,1.930831,0.375375,0.493109,-1.570000
13.4000,1.158757,0.548536,0.918236,1.924111,0.372123,0.484745,-1.570000
13.5000,1.157189,0.553653,0.916830,1.917391,0.368871,0.476380,-1.570000
13.6000,1.154592,0.558354,0.914669,1.910939,0.365338,0.468101,-1.570000
13.7000,1.151996,0.563055,0.912508,1.904487,0.361806,0.459822,-1.570000
13.8000,1.149399,0.567756,0.910346,1.898035,0.358273,0.451542,-1.570000
13.9000,1.146803,0.572457,0.908185,1.891583,0.354741,0.443263,-1.570000
14.0000,1.144206,0.577158,0.906024,1.885131,0.351208,0.434984,-1.570000
14.1000,1.140580,0.581423,0.903118,1.878963,0.347426,0.426816,-1.570000
14.2000,1.136953,0.585687,0.900213,1.872795,0.343644,0.418649,-1.570000
14.3000,1.133327,0.589952,0.897308,1.866627,0.339862,0.410481,-1.570000
14.4000,1.129700,0.594217,0.894403,1.860459,0.336080,0.402313,-1.570000
14.5000,1.126074,0.598482,0.891497,1.854291,0.332298,0.394146,-1.570000
14.6000,1.121417,0.602289,0.887861,1.848421,0.328297,0.386116,-1.570000
14.7000,1.116760,0.606097,0.884226,1.842552,0.324296,0.378086,-1.570000
14.8000,1.112104,0.609904,0.880590,1.836682,0.320295,0.370056,-1.570000
14.9000,1.107447,0.613712,0.876954,1.830812,0.316295,0.362026,-1.570000
15.0000,1.102790,0.617520,0.873318,1.824942,0.312294,0.353996,-1.570000
15.1000,1.097104,0.620847,0.868967,1.819383,0.308105,0.346130,-1.570000
15.2000,1.091418,0.624175,0.864616,1.813824,0.303917,0.338263,-1.570000
15.3000,1.085732,0.627502,0.860265,1.808265,0.299728,0.330396,-1.570000
15.4000,1.080045,0.630830,0.855914,1.802706,0.295539,0.322529,-1.570000
15.5000,1.074359,0.634158,0.851562,1.797147,0.291351,0.314662,-1.570000
15.6000,1.067646,0.636980,0.846513,1.791909,0.287006,0.306983,-1.570000
15.7000,1.060933,0.639803,0.841464,1.786672,0.282660,0.299305,-1.570000
15.8000,1.054220,0.642626,0.836415,1.781434,0.278315,0.291626,-1.570000
15.9000,1.047507,0.645449,0.831366,1.776197,0.273970,0.283947,-1.570000
16.0000,1.040793,0.648272,0.826317,1.770959,0.269625,0.276268,-1.570000
16.1000,1.033057,0.650562,0.820590,1.766053,0.265155,0.268803,-1.570000
16.2000,1.025321,0.652852,0.814863,1.761146,0.260686,0.261337,-1.570000
16.3000,1.017585,0.655142,0.809137,1.756240,0.256216,0.253872,-1.570000
16.4000,1.009849,0.657432,0.803410,1.751333,0.251746,0.246406,-1.570000
16.5000,1.002113,0.659723,0.797683,1.746427,0.247277,0.238941,-1.570000
16.6000,0.993366,0.661496,0.791278,1.741896,0.242711,0.231724,-1.570000
16.7000,0.984620,0.663269,0.784874,1.737366,0.238145,0.224507,-1.570000
16.8000,0.975873,0.665042,0.778470,1.732835,0.233579,0.217290,-1.570000
16.9000,0.967127,0.666815,0.772065,1.728304,0.229013,0.210073,-1.570000
17.0000,0.958380,0.668588,0.765661,1.723773,0.224448,0.202856,-1.570000
17.1000,0.948640,0.669868,0.758578,1.719670,0.219814,0.195927,-1.570000
17.2000,0.938900,0.671148,0.751494,1.715567,0.215181,0.188998,-1.570000
17.3000,0.929161,0.672428,0.744411,1.711464,0.210548,0.182069,-1.570000
17.4000,0.919421,0.673709,0.737328,1.707361,0.205915,0.175139,-1.570000
17.5000,0.909681,0.674989,0.730245,1.703259,0.201281,0.168210,-1.570000
17.6000,0.898971,0.675798,0.722487,1.699636,0.196610,0.161608,-1.570000
17.7000,0.888260,0.676606,0.714729,1.696013,0.191939,0.155007,-1.570000
17.8000,0.877549,0.677415,0.706971,1.692390,0.187268,0.148405,-1.570000
17.9000,0.866839,0.678224,0.699213,1.688768,0.182597,0.141803,-1.570000
18.0000,0.856128,0.679032,0.691455,1.685145,0.177926,0.135202,-1.570000
18.1000,0.844474,0.679387,0.683031,1.682056,0.173249,0.128971,-1.570000
18.2000,0.832821,0.679742,0.674608,1.678967,0.168572,0.122739,-1.570000
18.3000,0.821167,0.680096,0.666184,1.675878,0.163895,0.116508,-1.570000
18.4000,0.809514,0.680451,0.657761,1.672789,0.159218,0.110277,-1.570000
18.5000,0.797860,0.680806,0.649337,1.669700,0.154541,0.104045,-1.570000
18.6000,0.785300,0.680719,0.640266,1.667201,0.149892,0.098231,-1.570000
18.7000,0.772739,0.680632,0.631194,1.664702,0.145243,0.092417,-1.570000
18.8000,0.760179,0.680546,0.622122,1.662202,0.140594,0.086603,-1.570000
18.9000,0.747619,0.680459,0.613050,1.659703,0.135945,0.080789,-1.570000
19.0000,0.735059,0.680372,0.603979,1.657204,0.131295,0.074974,-1.570000
19.1000,0.721640,0.679850,0.594287,1.655356,0.126713,0.069631,-1.570000
19.2000,0.708222,0.679327,0.584596,1.653508,0.122130,0.064287,-1.570000
19.3000,0.694803,0.678805,0.574904,1.651660,0.117548,0.058943,-1.570000
19.4000,0.681384,0.678282,0.565212,1.649811,0.112965,0.053599,-1.570000
19.5000,0.667966,0.677760,0.555521,1.647963,0.108383,0.048256,-1.570000
19.6000,0.653758,0.676798,0.545256,1.646834,0.103911,0.043445,-1.570000
19.7000,0.639549,0.675835,0.534991,1.645705,0.099440,0.038635,-1.570000
19.8000,0.625341,0.674873,0.524725,1.644575,0.094968,0.033825,-1.570000
19.9000,0.611133,0.673911,0.514460,1.643446,0.090497,0.029015,-1.570000
20.0000,0.596925,0.672949,0.504195,1.642317,0.086026,0.024205,-1.570000
20.1000,0.582031,0.671528,0.493434,1.641983,0.081720,0.020005,-1.570000
20.2000,0.567137,0.670107,0.482672,1.641650,0.077414,0.015806,-1.570000
20.3000,0.552244,0.668687,0.471911,1.641316,0.073109,0.011606,-1.570000
20.4000,0.537350,0.667266,0.461149,1.640983,0.068803,0.007407,-1.570000
20.5000,0.522456,0.665845,0.450388,1.640649,0.064498,0.003207,-1.570000
20.6000,0.507050,0.663930,0.439264,1.641193,0.060428,-0.000288,-1.570000
20.7000,0.491643,0.662015,0.428141,1.641737,0.056358,-0.003783,-1.570000
20.8000,0.476236,0.660100,0.417018,1.642281,0.052288,-0.007279,-1.570000
20.9000,0.460830,0.658185,0.405894,1.642825,0.048217,-0.010774,-1.570000
21.0000,0.445423,0.656270,0.394771,1.643370,0.044147,-0.014269,-1.570000
21.1000,0.429808,0.653941,0.383499,1.644898,0.040387,-0.016953,-1.570000
21.2000,0.414193,0.651612,0.372226,1.646427,0.036627,-0.019638,-1.570000
21.3000,0.398579,0.649283,0.360953,1.647955,0.032868,-0.022322,-1.570000
21.4000,0.382964,0.646954,0.349681,1.649484,0.029108,-0.025007,-1.570000
21.5000,0.367349,0.644625,0.338408,1.651013,0.025348,-0.027691,-1.570000
21.6000,0.351733,0.642138,0.327104,1.653616,0.021889,-0.029546,-1.570000
21.7000,0.336118,0.639650,0.315799,1.656220,0.018431,-0.031402,-1.570000
21.8000,0.320503,0.637162,0.304494,1.658824,0.014973,-0.033258,-1.570000
21.9000,0.304888,0.634675,0.293190,1.661428,0.011515,-0.035113,-1.570000
22.0000,0.289273,0.632187,0.281885,1.664031,0.008056,-0.036969,-1.570000
22.1000,0.273743,0.629711,0.270597,1.667756,0.004851,-0.038030,-1.570000
22.2000,0.258214,0.627235,0.259308,1.671481,0.001646,-0.039091,-1.570000
22.3000,0.242684,0.624759,0.248019,1.675206,-0.001558,-0.040153,-1.570000
22.4000,0.227155,0.622283,0.236731,1.678932,-0.004763,-0.041214,-1.570000
22.5000,0.211626,0.619807,0.225442,1.682657,-0.007968,-0.042276,-1.570000
22.6000,0.196264,0.617449,0.214230,1.687522,-0.010966,-0.042583,-1.570000
22.7000,0.180903,0.615091,0.203017,1.692388,-0.013963,-0.042891,-1.570000
22.8000,0.165542,0.612733,0.191805,1.697254,-0.016961,-0.043199,-1.570000
22.9000,0.150181,0.610375,0.180592,1.702119,-0.019958,-0.043507,-1.570000
23.0000,0.134820,0.608017,0.169380,1.706985,-0.022956,-0.043815,-1.570000
23.1000,0.119705,0.605837,0.158310,1.712993,-0.025782,-0.043407,-1.570000
23.2000,0.104591,0.603656,0.147239,1.719002,-0.028609,-0.042999,-1.570000
23.3000,0.089477,0.601475,0.136169,1.725010,-0.031435,-0.042590,-1.570000
23.4000,0.074363,0.599294,0.125099,1.731018,-0.034262,-0.042182,-1.570000
23.5000,0.059249,0.597114,0.114028,1.737026,-0.037089,-0.041774,-1.570000
23.6000,0.044458,0.595145,0.103162,1.744162,-0.039763,-0.040677,-1.570000
23.7000,0.029667,0.593177,0.092296,1.751298,-0.042438,-0.039580,-1.570000
23.8000,0.014875,0.591208,0.081430,1.758434,-0.045112,-0.038484,-1.570000
23.9000,0.000084,0.589240,0.070564,1.765570,-0.047787,-0.037387,-1.570000
24.0000,-0.014707,0.587271,0.059698,1.772706,-0.050461,-0.036290,-1.570000
24.1000,-0.029101,0.585568,0.049069,1.780922,-0.052953,-0.034503,-1.570000
24.2000,-0.043496,0.583865,0.038439,1.789138,-0.055445,-0.032716,-1.570000
24.3000,-0.057890,0.582162,0.027809,1.797354,-0.057937,-0.030928,-1.570000
24.4000,-0.072285,0.580459,0.017179,1.805570,-0.060430,-0.029141,-1.570000
24.5000,-0.086679,0.578756,0.006549,1.813786,-0.062922,-0.027354,-1.570000
