length,closeness,alpha
0.385819305170896,2.537669870024908,0.0
0.40209927049918215,2.537669870024908,0.01
0.3867299201761829,2.537669870024908,0.02
0.3961516267684786,2.537669870024908,0.03
0.3810700046453004,2.537669870024908,0.04
0.3768176998231285,2.537669870024908,0.05
0.3742748169255583,2.537669870024908,0.06
0.35264140015723777,2.537669870024908,0.07
0.3997562915859083,2.537669870024908,0.08
0.3911021524396896,2.537669870024908,0.09
0.33772470760462525,2.537669870024908,0.1
0.37818709555604935,2.537669870024908,0.11
0.37003203988046307,2.537669870024908,0.12
0.356130080011656,2.537669870024908,0.13
0.35487888579139604,2.537669870024908,0.14
0.31182010119430714,2.537669870024908,0.15
0.3593494941205342,2.537669870024908,0.16
0.3408718986739374,2.537669870024908,0.17
0.4096686649873491,2.537669870024908,0.18
0.34151254095730543,2.537669870024908,0.19
0.35951568643566545,2.537669870024908,0.2
0.37944076918821956,2.537669870024908,0.21
0.3629067403226951,2.537669870024908,0.22
0.30883832437995573,2.537669870024908,0.23
0.3715533611948163,2.537669870024908,0.24
0.3671341136197037,2.537669870024908,0.25
0.3556367020464606,2.537669870024908,0.26
0.3498073442530565,2.537669870024908,0.27
0.36509382019338465,2.537669870024908,0.28
0.3749415808898193,2.537669870024908,0.29
0.3168051554440381,2.537669870024908,0.3
0.3268600395272465,2.537669870024908,0.31
0.34355098967659603,2.5376765076001444,0.32
0.29713717316599153,2.5378046371127403,0.33
0.320841635293057,2.537669870024908,0.34
0.32934332610849415,2.537669870024908,0.35000000000000003
0.2809158348478449,2.537669870024908,0.36
0.2999999692535087,2.537669870024908,0.37
0.35480093683100056,2.537669870024908,0.38
0.3372580911264933,2.537669870024908,0.39
0.3704443080585773,2.5384899314603304,0.4
0.3404928973858896,2.537669870024908,0.41000000000000003
0.3421436348806701,2.537669870024908,0.42
0.36474982969168934,2.537669870024908,0.43
0.3469771383715903,2.537669870024908,0.44
0.3244694651064528,2.5377039983582095,0.45
0.31741891920954357,2.53772420681293,0.46
0.3251733353497439,2.5376729627632955,0.47000000000000003
0.3266125421840609,2.537669870024908,0.48
0.14969170741874982,4.6228143158935024,0.49
0.30298790747673654,2.537669870024908,0.5
0.3325398782748925,2.537669870024908,0.51
0.314307112702201,2.537669870024908,0.52
0.27742251095237935,2.537669870024908,0.53
0.32440118869863266,2.5376709357228924,0.54
0.3307338784111482,2.537669870024908,0.55
0.3025911028924735,2.537669870024908,0.56
0.29254055775160914,2.5376704561677674,0.5700000000000001
0.3064219232964891,2.537669870024908,0.58
0.32113733094970276,2.537669870024908,0.59
0.2998223760363663,2.537669870024908,0.6
0.29359577462876474,2.537669870024908,0.61
0.2789120596642922,2.537669870024908,0.62
0.2988053311431542,2.537669870024908,0.63
0.2910871555673362,2.537669870024908,0.64
0.3076858338741366,2.537669870024908,0.65
0.2848723780503599,2.537669870024908,0.66
0.29252550271160005,2.537669870024908,0.67
0.27466277911073966,2.537669870024908,0.68
0.28654685656323564,2.537669870024908,0.6900000000000001
0.27704248160746237,2.537669870024908,0.7000000000000001
0.27768371713871653,2.537669870024908,0.71
0.2855468883105694,2.537669870024908,0.72
0.27534672756297307,2.537669870024908,0.73
0.2795617224664344,2.537669870024908,0.74
0.29764055770853703,2.5376746456324395,0.75
0.2739017272322082,2.537669870024908,0.76
0.2742905259252242,2.5376708944258533,0.77
0.2966597196688312,2.537669870024908,0.78
0.281252665504814,2.537669870024908,0.79
0.2743865808841084,2.537669870024908,0.8
0.3351102088232072,2.537669870024908,0.81
0.29880226629300344,2.537669870024908,0.8200000000000001
0.3480279395359194,2.537669870024908,0.8300000000000001
0.2782904880282342,2.537669870024908,0.84
0.3725134234133143,2.537669870024908,0.85
0.29683220997429394,2.537669870024908,0.86
0.37919200622466276,2.537669870024908,0.87
0.3285896290788761,2.537669870024908,0.88
0.3136444992118643,2.537669870024908,0.89
0.2819752739890995,2.5378050327593717,0.9
0.25640110632110624,2.5925652051543073,0.91
0.2318756896002805,2.6666120748624382,0.92
0.21030109813829778,2.7940004201430972,0.93
0.19079594742208017,2.989159802129148,0.9400000000000001
0.14969170741874982,4.6228143158935024,0.9500000000000001
0.1554070658753124,3.7244050726578384,0.96
0.15315408390493612,3.846614718285642,0.97
0.1531000165989318,3.85324541762983,0.98
0.1516964942731538,4.019106607959116,0.99
0.15305381297472787,3.855722241774208,1.0
